x_m,y_m,psi_rad,kappa_radpm,vx_mps,ax_mps2,s_m
-65.5977,53.7978,0.0,-0.000101277,0,0.0,121.483
-65.2977,53.7969,0.0,0.000576447,0,0.0,121.783
-64.9977,53.7965,0.0,0.00069414,0,0.0,122.083
-64.6976,53.7963,0.0,0.00028171,0,0.0,122.383
-64.3976,53.7966,0.0,-0.000720716,0,0.0,122.683
-64.0976,53.7972,0.0,-0.00230646,0,0.0,122.983
-63.7976,53.7979,0.0,-0.00464841,0,0.0,123.283
-63.4975,53.7987,0.0,-0.00767981,0,0.0,123.583
-63.1975,53.7996,0.0,-0.0111228,0,0.0,123.883
-62.8975,53.8004,0.0,-0.0147975,0,0.0,124.183
-62.5975,53.8007,0.0,-0.0184889,0,0.0,124.483
-62.2975,53.8002,0.0,-0.0217437,0,0.0,124.783
